title,animal,book_cover_image,description
The Three Little Kittens,cat,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1223263509i/327194.jpg,"A perennial classic, the Three Little Kittens is a timeless story, cherished by generations of readers, and a perfect read for any bedtime story.Three little kittens cry when they lose their mittens, because mama won't feed them their favorite fish pie until they find them. But not to worry! They use their keen eyes to find them right away, to mama's delight."
The Saggy Baggy Elephant,elephant,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320481063i/825576.jpg,"""A happy little elephant was dancing through the jungle ... But whenever he went one-two-three, his big feet pounded so that they shook the whole jungle...""After a parrot makes fun of Sooki's big ears, long nose, and wrinkled skin, the""Saggy Baggy""elephant isn't all too sure of himself. But once he meets some beautiful creatures who look just like him, Sooki celebrates with a joyful""one-two-three-kick.""For over 50 years, parents and children have treasured this tale, with gorgeous art byGustaf Tenggren, the illustrator ofThe Poky Little Puppy.Show more"
The Saggy Baggy Elephant,parrot,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320481063i/825576.jpg,"""A happy little elephant was dancing through the jungle ... But whenever he went one-two-three, his big feet pounded so that they shook the whole jungle...""After a parrot makes fun of Sooki's big ears, long nose, and wrinkled skin, the""Saggy Baggy""elephant isn't all too sure of himself. But once he meets some beautiful creatures who look just like him, Sooki celebrates with a joyful""one-two-three-kick.""For over 50 years, parents and children have treasured this tale, with gorgeous art byGustaf Tenggren, the illustrator ofThe Poky Little Puppy.Show more"
The Saggy Baggy Elephant,tiger,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320481063i/825576.jpg,"""A happy little elephant was dancing through the jungle ... But whenever he went one-two-three, his big feet pounded so that they shook the whole jungle...""After a parrot makes fun of Sooki's big ears, long nose, and wrinkled skin, the""Saggy Baggy""elephant isn't all too sure of himself. But once he meets some beautiful creatures who look just like him, Sooki celebrates with a joyful""one-two-three-kick.""For over 50 years, parents and children have treasured this tale, with gorgeous art byGustaf Tenggren, the illustrator ofThe Poky Little Puppy.Show more"
The Saggy Baggy Elephant,lion,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320481063i/825576.jpg,"""A happy little elephant was dancing through the jungle ... But whenever he went one-two-three, his big feet pounded so that they shook the whole jungle...""After a parrot makes fun of Sooki's big ears, long nose, and wrinkled skin, the""Saggy Baggy""elephant isn't all too sure of himself. But once he meets some beautiful creatures who look just like him, Sooki celebrates with a joyful""one-two-three-kick.""For over 50 years, parents and children have treasured this tale, with gorgeous art byGustaf Tenggren, the illustrator ofThe Poky Little Puppy.Show more"
The Snow Queen (Everyman's Library Children's Classics Series),reindeer,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320401869i/139987.jpg,"Reprinted here for the first time since the 19th century, these color illustrations by T. Pym make the classic Andersen fairy tale even more magical. One of Andersen's best-beloved tales, The Snow Queen is a story about the strength and endurance of childhood friendship. Gerda's search for her playmate Kay–who was abducted by the Snow Queen and taken to her frozen palace–is brought to life in delicate and evocative illustrations."
The Snow Queen (Everyman's Library Children's Classics Series),crow,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320401869i/139987.jpg,"Reprinted here for the first time since the 19th century, these color illustrations by T. Pym make the classic Andersen fairy tale even more magical. One of Andersen's best-beloved tales, The Snow Queen is a story about the strength and endurance of childhood friendship. Gerda's search for her playmate Kay–who was abducted by the Snow Queen and taken to her frozen palace–is brought to life in delicate and evocative illustrations."
The Snow Queen (Everyman's Library Children's Classics Series),crow,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320401869i/139987.jpg,"Reprinted here for the first time since the 19th century, these color illustrations by T. Pym make the classic Andersen fairy tale even more magical. One of Andersen's best-beloved tales, The Snow Queen is a story about the strength and endurance of childhood friendship. Gerda's search for her playmate Kay–who was abducted by the Snow Queen and taken to her frozen palace–is brought to life in delicate and evocative illustrations."
Rikki-Tikki-Tavi,mongoose,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388410608i/577542.jpg,"Here is the thrilling story of Rikki, a fearless young mongoose who finds himself locked in a life-and-death struggle to protect a boy and his parents from Nag and Nagaina, the two enormous cobras who stalk the gardens outside the family's home in India. Nobel Prize winner Rudyard Kipling's timeless masterpiece has been lovingly passed from one generation of readers to the next. Triumphantly brought to life in stunning watercolors from Caldecott Honor artist Jerry Pinkney, this is a tale that will win the hearts of young and old alike."
Rikki-Tikki-Tavi,bird,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388410608i/577542.jpg,"Here is the thrilling story of Rikki, a fearless young mongoose who finds himself locked in a life-and-death struggle to protect a boy and his parents from Nag and Nagaina, the two enormous cobras who stalk the gardens outside the family's home in India. Nobel Prize winner Rudyard Kipling's timeless masterpiece has been lovingly passed from one generation of readers to the next. Triumphantly brought to life in stunning watercolors from Caldecott Honor artist Jerry Pinkney, this is a tale that will win the hearts of young and old alike."
Rikki-Tikki-Tavi,bird,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388410608i/577542.jpg,"Here is the thrilling story of Rikki, a fearless young mongoose who finds himself locked in a life-and-death struggle to protect a boy and his parents from Nag and Nagaina, the two enormous cobras who stalk the gardens outside the family's home in India. Nobel Prize winner Rudyard Kipling's timeless masterpiece has been lovingly passed from one generation of readers to the next. Triumphantly brought to life in stunning watercolors from Caldecott Honor artist Jerry Pinkney, this is a tale that will win the hearts of young and old alike."
